0	37.641	794.112
1	34.874	787.057
2	34.439	785.682
3	34.751	790.922
4	35.004	783.084
5	34.852	790.116
6	34.782	788.045
7	35.621	793.75
8	35.57	784.048
9	35.971	787.053
10	35.923	791.005
11	35.273	789.074
12	35.605	784.99
13	36.005	789.988
14	34.857	788.227
15	34.286	787.373
16	33.012	790.195
17	34.49	795.086
18	35.538	801.939
19	34.153	799.819
20	34.562	794.409
21	34.235	787.884
22	35.612	790.544
23	35.383	790.103
24	34.7939	788.478
25	35.347	790.458
26	34.992	794.009
27	35.551	789.425
28	34.828	790.5
29	36.534	790.175
30	35.889	794.22
31	37.762	786.593
32	35.552	828.689
33	35.584	822.808
34	35.243	817.228
35	35.179	824.709
36	35.475	822.47
37	34.881	815.997
38	35.999	824.885
39	35.08	819.017
40	34.461	822.177
41	34.59	826.421
42	34.406	825.381
43	34.073	829.715
44	33.466	823.61
45	34.398	816.253
46	35.347	818.127
47	35.1	820.497
48	32.659	832.563
49	32.485	825.072
50	33.883	822.213
51	32.751	818.654
52	32.996	823.066
53	33.589	820.374
54	34.189	827.414
55	33.421	823.878
56	33.788	834.039
57	33.581	818.799
58	34.764	821.68
59	39.461	820.395
60	35.423	829.457
61	33.828	826.089
62	34.069	824.474
63	34.773	817.983
