0	0	802.52
0	1	838.488
1	0	802.086
1	1	836.306
2	0	805.346
2	1	837.535
3	0	807.082
3	1	840.382
4	0	805.15
4	1	837.634
5	0	811.102
5	1	848.151
6	0	805.314
6	1	844.188
7	0	803.738
7	1	840.172
8	0	806.384
8	1	841.311
9	0	803.978
9	1	840.282
10	0	798.417
10	1	830.292
11	0	809.715
11	1	844.429
12	0	803.917
12	1	843.408
13	0	803.667
13	1	840.042
14	0	805.903
14	1	837.79
15	0	801.777
15	1	834.27
16	0	808.947
16	1	844.789
17	0	807.744
17	1	841.261
18	0	800.608
18	1	835.201
19	0	804.192
19	1	838.988
20	0	804.04
20	1	840.794
21	0	807.329
21	1	843.742
22	0	804.691
22	1	843.245
23	0	801.679
23	1	838.219
24	0	805.273
24	1	842.573
25	0	802.124
25	1	837.76
26	0	807.946
26	1	842.943
27	0	811.951
27	1	855.346
28	0	801.065
28	1	838.541
29	0	803.147
29	1	839.704
30	0	804.097
30	1	837.414
31	0	801.852
31	1	836.956
32	0	827.827
32	1	864.483
33	0	827.784
33	1	864.105
34	0	821.15
34	1	855.682
35	0	815.423
35	1	849.983
36	0	822.763
36	1	861.918
37	0	821.622
37	1	858.658
38	0	821.065
38	1	854.051
39	0	821.658
39	1	854.609
40	0	827.029
40	1	861.366
41	0	819.022
41	1	853.149
42	0	828.776
42	1	863.043
43	0	823.704
43	1	856.623
44	0	823.393
44	1	855.386
45	0	821.879
45	1	855.617
46	0	817.317
46	1	851.634
47	0	815.725
47	1	845.682
48	0	826.195
48	1	858.919
49	0	817.541
49	1	849.223
50	0	819.427
50	1	852.269
51	0	822.535
51	1	861.179
52	0	818.922
52	1	854.385
53	0	826.639
53	1	861.546
54	0	824.149
54	1	861.337
55	0	821.729
55	1	853.209
56	0	823.689
56	1	855.704
57	0	822.027
57	1	853.325
58	0	824.568
58	1	858.127
59	0	818.225
59	1	850.762
60	0	821.516
60	1	856.39
61	0	815.81
61	1	850.142
62	0	817.442
62	1	852.917
63	0	826.533
63	1	862.595
