0	0	794.428
0	1	832.023
1	0	787.57
1	1	822.667
2	0	786.164
2	1	820.743
3	0	791.463
3	1	826.701
4	0	783.711
4	1	819.178
5	0	790.702
5	1	825.648
6	0	788.643
6	1	823.783
7	0	794.382
7	1	830.183
8	0	784.69
8	1	820.376
9	0	787.718
9	1	824.072
10	0	791.705
10	1	827.905
11	0	789.759
11	1	824.873
12	0	785.747
12	1	821.34
13	0	790.725
13	1	826.564
14	0	788.933
14	1	823.52
15	0	788.022
15	1	821.934
16	0	789.221
16	1	822.435
17	0	794
17	1	828.595
18	0	800.82
18	1	836.757
19	0	798.754
19	1	833.243
20	0	793.273
20	1	828.047
21	0	786.788
21	1	821.345
22	0	789.443
22	1	825.294
23	0	789.022
23	1	824.853
24	0	787.355
24	1	822.548
25	0	789.365
25	1	825.083
26	0	792.935
26	1	828.394
27	0	788.37
27	1	824.252
28	0	789.414
28	1	824.857
29	0	789.059
29	1	825.85
30	0	793.133
30	1	829.55
31	0	785.667
31	1	823.907
32	0	828.326
32	1	863.501
33	0	822.445
34	0	816.826
34	1	851.866
35	0	824.343
35	1	859.384
36	0	822.124
37	0	815.655
37	1	850.119
38	0	824.538
39	0	818.644
39	1	853.407
40	0	821.869
41	0	826.096
42	0	825.081
42	1	858.902
43	0	829.419
43	1	863.099
44	0	823.272
45	0	815.931
46	0	817.848
46	1	852.491
47	0	820.193
48	0	832.573
48	1	864.816
49	0	825.064
49	1	857.295
50	0	822.184
50	1	856.107
51	0	818.549
51	1	851.3
52	0	822.952
52	1	856.029
53	0	820.259
53	1	853.959
54	0	827.339
54	1	861.765
55	0	823.786
55	1	857.313
56	0	833.946
56	1	868.32
57	0	818.715
57	1	852.682
58	0	821.582
58	1	856.136
59	0	820.274
59	1	859.445
60	0	829.362
60	1	864.867
61	0	825.971
61	1	859.85
62	0	824.329
62	1	858.401
63	0	817.828
63	1	851.818
