0	37.595	794.428
1	35.097	787.57
2	34.579	786.164
3	35.238	791.463
4	35.467	783.711
5	34.946	790.702
6	35.14	788.643
7	35.801	794.382
8	35.686	784.69
9	36.354	787.718
10	36.2	791.705
11	35.114	789.759
12	35.593	785.747
13	35.8391	790.725
14	34.587	788.933
15	33.912	788.022
16	33.214	789.221
17	34.595	794
18	35.937	800.82
19	34.489	798.754
20	34.774	793.273
21	34.5569	786.788
22	35.851	789.443
23	35.8311	789.022
24	35.193	787.355
25	35.718	789.365
26	35.459	792.935
27	35.882	788.37
28	35.443	789.414
29	36.791	789.059
30	36.417	793.133
31	38.24	785.667
32	35.175	828.326
33	0	822.445
34	35.04	816.826
35	35.041	824.343
36	0	822.124
37	34.464	815.655
38	0	824.538
39	34.763	818.644
40	0	821.869
41	0	826.096
42	33.821	825.081
43	33.68	829.419
44	0	823.272
45	0	815.931
46	34.643	817.848
47	0	820.193
48	32.243	832.573
49	32.231	825.064
50	33.923	822.184
51	32.751	818.549
52	33.077	822.952
53	33.7	820.259
54	34.426	827.339
55	33.527	823.786
56	34.374	833.946
57	33.967	818.715
58	34.554	821.582
59	39.171	820.274
60	35.505	829.362
61	33.879	825.971
62	34.072	824.329
63	33.99	817.828
