0	35.92	802.916
1	34.256	802.554
2	34.176	805.823
3	33.6931	807.587
4	32.68	805.659
5	36.897	811.531
6	39.694	805.775
7	36.542	804.203
8	35.328	806.823
9	36.796	804.516
10	31.962	798.879
11	34.626	810.181
12	39.764	804.474
13	36.317	804.206
14	31.817	806.432
15	32.354	802.253
16	35.6769	808.793
17	33.288	807.503
18	34.503	800.328
19	34.546	803.926
20	36.461	803.779
21	36.073	807.075
22	38.379	804.484
23	36.244	801.401
24	37.133	804.993
25	35.557	801.845
26	34.7469	807.736
27	43.179	811.606
28	37.366	800.663
29	36.58	802.819
30	33.279	803.778
31	35.088	801.565
32	36.852	827.005
33	36.644	827.054
34	34.891	820.322
35	34.793	814.66
36	39.439	821.965
37	37.226	820.822
38	33.329	820.264
39	33.15	820.88
40	34.657	826.171
41	34.498	818.234
42	34.499	827.969
43	33.107	822.886
44	32.287	822.664
45	33.853	821.158
46	33.832	816.636
47	29.389	815.026
48	32.818	825.484
49	31.862	816.833
50	33.346	818.774
51	38.822	821.894
52	35.66	818.321
53	34.935	825.986
54	37.78	823.432
55	31.591	821.005
56	32.346	822.971
57	31.631	821.399
58	34.119	823.891
59	32.721	817.612
60	36.046	820.909
61	34.638	815.189
62	35.988	816.874
63	36.399	825.938
