0	0	802.916
0	1	838.836
1	0	802.554
1	1	836.81
2	0	805.823
2	1	839.999
3	0	807.587
3	1	841.28
4	0	805.659
4	1	838.339
5	0	811.531
5	1	848.428
6	0	805.775
6	1	845.469
7	0	804.203
7	1	840.745
8	0	806.823
8	1	842.151
9	0	804.516
9	1	841.312
10	0	798.879
10	1	830.841
11	0	810.181
11	1	844.807
12	0	804.474
12	1	844.238
13	0	804.206
13	1	840.523
14	0	806.432
14	1	838.249
15	0	802.253
15	1	834.607
16	0	808.793
16	1	844.47
17	0	807.503
17	1	840.791
18	0	800.328
18	1	834.831
19	0	803.926
19	1	838.472
20	0	803.779
20	1	840.24
21	0	807.075
21	1	843.148
22	0	804.484
22	1	842.863
23	0	801.401
23	1	837.645
24	0	804.993
24	1	842.126
25	0	801.845
25	1	837.402
26	0	807.736
26	1	842.483
27	0	811.606
27	1	854.785
28	0	800.663
28	1	838.029
29	0	802.819
29	1	839.399
30	0	803.778
30	1	837.057
31	0	801.565
31	1	836.653
32	0	827.005
32	1	863.857
33	0	827.054
33	1	863.698
34	0	820.322
34	1	855.213
35	0	814.66
35	1	849.453
36	0	821.965
36	1	861.404
37	0	820.822
37	1	858.048
38	0	820.264
38	1	853.593
39	0	820.88
39	1	854.03
40	0	826.171
40	1	860.828
41	0	818.234
41	1	852.732
42	0	827.969
42	1	862.468
43	0	822.886
43	1	855.993
44	0	822.664
44	1	854.951
45	0	821.158
45	1	855.011
46	0	816.636
46	1	850.468
47	0	815.026
47	1	844.415
48	0	825.484
48	1	858.302
49	0	816.833
49	1	848.695
50	0	818.774
50	1	852.12
51	0	821.894
51	1	860.716
52	0	818.321
52	1	853.981
53	0	825.986
53	1	860.921
54	0	823.432
54	1	861.212
55	0	821.005
55	1	852.596
56	0	822.971
56	1	855.317
57	0	821.399
57	1	853.03
58	0	823.891
58	1	858.01
59	0	817.612
59	1	850.333
60	0	820.909
60	1	856.955
61	0	815.189
61	1	849.827
62	0	816.874
62	1	852.862
63	0	825.938
63	1	862.337
